"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","top23_value","log_top23_value","median_player_value","squad_value_concentration","top5_value_share","top11_to_top23_ratio","value_drop_11_to_23","avg_age","value_weighted_avg_age","top11_avg_age","top11_u24_value_share","top11_over30_value_share","goalkeeper_value","log_goalkeeper_value","defense_value","log_defense_value","midfield_value","log_midfield_value","attack_value","log_attack_value","top1_goalkeeper_value","log_top1_goalkeeper_value","top4_defense_value","log_top4_defense_value","top4_midfield_value","log_top4_midfield_value","top3_attack_value","log_top3_attack_value","defense_value_share","midfield_value_share","attack_value_share","squad_value_momentum_6m","squad_value_momentum_12m","top11_value_momentum_6m","top11_value_momentum_12m","total_caps","total_goals","missing_value_share"
"Turkmenistan",2023-01-01,2022-12-31,2,1,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,1,1,1,NA,23.5427789185489,30.9322381930185,23.5427789185489,0,1,0,0,0,0,0,0,1e+05,11.5129354649202,0,0,0,0,0,0,1e+05,11.5129354649202,0,0,1,-0.405461774802609,-0.405461774802609,-0.405461774802609,-0.405461774802609,NA,NA,0.5
"Uganda",2023-01-01,2022-12-31,69,17,5775000,15.5690489875323,5350000,15.4926073057881,5675000,15.5515812975432,5775000,15.5690489875323,3e+05,0.926406926406926,0.632034632034632,0.926406926406926,0.854361370716511,24.6527194992511,26.8516908599044,26.8431335946736,0.121495327102804,0.0560747663551402,0,0,2650000,14.7900705753208,1700000,14.3461393972616,1425000,14.169683073439,0,0,2300000,14.6484201156819,1700000,14.3461393972616,1150000,13.9552733699043,0.458874458874459,0.294372294372294,0.246753246753247,-0.102759717047599,-0.144830924531021,-0.114662888070923,-0.159476896556599,NA,NA,0.753623188405797
"Ukraine",2023-01-01,2022-12-31,1623,1205,545260000,20.1167733049227,2.03e+08,19.1287165419322,2.31e+08,19.2579282728151,260500000,19.3781134229965,150000,0.372299453471738,0.245754319040458,0.779270633397313,0.740353037766831,26.3648879086707,26.8071669267263,25.095638105905,0.433497536945813,0,51545000,17.7579657899131,198655000,19.1070802148388,144385000,18.7879939078369,150400000,18.828808976129,1.1e+07,16.2134059216717,8e+07,18.1975372051382,4.1e+07,17.5290826490588,7.4e+07,18.119575664682,0.364330777977479,0.264800278766093,0.275831713311081,0.0912250750418693,0.0715000595947295,0.15991438368977,0.162808741699379,NA,NA,0.25754775107825
"United Arab Emirates",2023-01-01,2022-12-31,27,1,50000,10.8197982842103,50000,10.8197982842103,50000,10.8197982842103,50000,10.8197982842103,50000,1,1,1,NA,24.083555149948,33.6673511293634,28.0340986870761,0,1,0,0,50000,10.8197982842103,0,0,0,0,0,0,50000,10.8197982842103,0,0,0,0,1,0,0,-0.693137180709943,-0.693137180709943,-0.693137180709943,-0.693137180709943,NA,NA,0.962962962962963
"United States",2023-01-01,2022-12-31,614,160,449460000,19.923557422377,2.32e+08,19.2622479339409,273500000,19.4268121834826,322500000,19.5916136973009,725000,0.516174965514173,0.331508921817292,0.71937984496124,0.642420977011494,22.5332120474353,23.4081519315307,22.2101922717939,0.745689655172414,0,21810000,16.8978791840283,1.11e+08,18.5250407682856,202175000,19.1246442218924,114475000,18.555867025243,8e+06,15.8949522246441,5e+07,17.7275335833924,1.11e+08,18.5250407682856,6.4e+07,17.9743936569489,0.246963022293419,0.449817558848396,0.254694522315668,0.0937817349386769,0.074840743327325,0.0784276329465783,0.0395656000322333,NA,NA,0.739413680781759
"Uruguay",2023-01-01,2022-12-31,343,188,610610000,20.2299690171024,395500000,19.7956613477004,4.25e+08,19.8675997292416,468500000,19.9650466617772,487500,0.64771294279491,0.507689032279196,0.84418356456777,0.830804888327012,26.8232190500137,25.8511216457155,24.7949723103727,0.395701643489254,0,8e+06,15.8949522246441,203385000,19.1306112974634,228750000,19.2481402664915,170475000,18.954099222237,4e+06,15.2018051690841,1.22e+08,18.6195316108943,1.73e+08,18.9688021582424,92500000,18.3427192132935,0.333084947839046,0.374625374625375,0.279188025089664,0.0911304922077463,0.150964961081563,0.135158143634072,0.243578489031155,NA,NA,0.451895043731778
"Uzbekistan",2023-01-01,2022-12-31,58,26,22125000,16.912218794056,18100000,16.7114225514847,2e+07,16.8112428815183,21925000,16.9031381418326,5e+05,0.818079096045198,0.605649717514124,0.825541619156214,0.80628453038674,25.7894215110104,26.9508710464545,27.5014622612159,0.0966850828729282,0.0773480662983425,50000,10.8197982842103,3075000,14.938815784426,4750000,15.3736553865371,14250000,16.4722675348544,50000,10.8197982842103,2900000,14.8802216397842,4150000,15.2386191331707,10500000,16.1668859103658,0.138983050847458,0.214689265536723,0.64406779661017,-0.112117293327007,-0.232814144673739,-0.158089235327381,-0.310891290599365,NA,NA,0.551724137931034
"Vanuatu",2023-01-01,2022-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.2539356605065,NA,29.2539356605065,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Venezuela",2023-01-01,2022-12-31,137,81,61585000,17.9359289085954,36900000,17.423722136111,41600000,17.54361074927,47100000,17.6677835802181,3e+05,0.599171876268572,0.414061865714054,0.78343949044586,0.746612466124661,25.8058224293929,27.6072481137543,28.0938336133408,0.0948509485094851,0.119241192411924,5925000,15.5946914137618,10875000,16.201977226893,16500000,16.6188709994769,28285000,17.1578422221138,4e+06,15.2018051690841,5650000,15.5471662801138,13850000,16.4437958627998,11400000,16.249124001084,0.176585207436876,0.267922383697329,0.459283916538118,-0.233080213289909,-0.335381390313685,-0.356403896375895,-0.492777543350307,NA,NA,0.408759124087591
"Vietnam",2023-01-01,2022-12-31,47,2,550000,13.2176753753888,550000,13.2176753753888,550000,13.2176753753888,550000,13.2176753753888,275000,1,1,1,NA,23.7128751802176,25.8247775496235,26.3684898263954,0.5,0,0,0,275000,12.5245300130057,0,0,275000,12.5245300130057,0,0,275000,12.5245300130057,0,0,275000,12.5245300130057,0.5,0,0.5,0.0465199290549663,0.200670291422563,0.0465199290549663,0.200670291422563,NA,NA,0.957446808510638
"Wales",2023-01-01,2022-12-31,152,116,216350000,19.1924080292573,1.43e+08,18.7783551952172,1.61e+08,18.8969149291599,179800000,19.0073556855635,4e+05,0.660966027270626,0.420614744626762,0.795328142380423,0.764102564102564,26.6397924997298,26.2490643804632,25.3520004977911,0.328671328671329,0,13250000,16.3995081858682,75175000,18.1353293001412,32775000,17.3051766181251,95150000,18.3709651622162,8e+06,15.8949522246441,5.3e+07,17.7858024903843,1.9e+07,16.7599495897623,5.3e+07,17.7858024903843,0.347469378322163,0.151490640166397,0.439796625837763,0.0793303811319497,0.13250844149351,0.0650048298393173,0.158823584322935,NA,NA,0.236842105263158
"Yemen",2023-01-01,2022-12-31,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,18.1889117043121,NA,18.1889117043121,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Zambia",2023-01-01,2022-12-31,24,19,53650000,17.7979920456803,51750000,17.7619350094334,53025000,17.786274077274,53650000,17.7979920456803,475000,0.964585274930102,0.885368126747437,0.964585274930102,0.94951690821256,25.8569472963723,24.9067925108426,26.6139008151328,0.1256038647343,0.0309178743961353,0,0,1325000,14.0969237721192,20900000,16.8552597647819,31425000,17.2631143442624,0,0,1325000,14.0969237721192,20550000,16.8383715475683,27500000,17.1296965990004,0.0246971109040075,0.389561975768872,0.58574091332712,0.0486969709369056,-0.0152604114716937,0.0505308076456821,-0.0196131612136021,NA,NA,0.208333333333333
"Zimbabwe",2023-01-01,2022-12-31,26,23,25675000,17.0610283527273,2.4e+07,16.9935644299789,25025000,17.0353859231256,25675000,17.0610283527273,3e+05,0.934761441090555,0.817916260954236,0.934761441090555,0.936024305555556,28.2519875743695,27.4188825063464,28.2740339742393,0.166666666666667,0.0770833333333333,0,0,7950000,15.8886826124167,10950000,16.208850105551,6775000,15.7287500723315,0,0,7200000,15.7895917228752,10900000,16.2042734389425,5750000,15.5647105866866,0.309639727361246,0.426484907497566,0.263875365141188,-0.0613689440579357,-0.0344531670943482,-0.0645385185334035,-0.0388199902630753,NA,NA,0.115384615384615
"Afghanistan",2023-07-01,2023-06-30,3,3,625000,13.3455085287173,625000,13.3455085287173,625000,13.3455085287173,625000,13.3455085287173,125000,1,1,1,NA,29.450148300251,29.2646680355921,29.450148300251,0,0.2,0,0,125000,11.7360770162524,5e+05,13.1223653774023,0,0,0,0,125000,11.7360770162524,5e+05,13.1223653774023,0,0,0.2,0.8,0,0,0,0,0,NA,NA,0
"Albania",2023-07-01,2023-06-30,183,143,142105000,18.7720767859737,93700000,18.355608757881,104200000,18.4618226968805,115200000,18.5621803149066,2e+05,0.659371591428873,0.471482354596953,0.813368055555556,0.789665599430808,26.0167188429214,25.4924132436126,26.5297741273101,0.512273212379936,0.149413020277481,5025000,15.4299362109144,38650000,17.4700573588709,43350000,17.5848172842589,54980000,17.8224800588898,3500000,15.0682738121739,2.7e+07,17.1113474610056,25700000,17.062001588776,39500000,17.4918112551878,0.271981985151824,0.305056120474297,0.386897012772246,-0.0219245974224478,-0.00764111668986445,-0.0994734224505258,-0.0848746231714586,NA,NA,0.218579234972678
"Algeria",2023-07-01,2023-06-30,200,155,351825000,19.6786444536892,2.09e+08,19.1578448147138,2.37e+08,19.2835707033188,274100000,19.4290035649213,4e+05,0.594045335038727,0.403609749165068,0.762495439620576,0.714473684210526,27.6719370294319,26.3126446421716,25.1683155995271,0.397129186602871,0.0956937799043062,4900000,15.4047459671625,78650000,18.1805182001831,125375000,18.6468198122224,142900000,18.777655649898,2e+06,14.5086582385241,52500000,17.7763237466095,7.1e+07,18.0781904490901,8e+07,18.1975372051382,0.223548639238258,0.356356142968806,0.406167839124565,-0.0360097519747988,-0.0724214595872681,-0.117251261649979,-0.148667457751749,NA,NA,0.225
"Andorra",2023-07-01,2023-06-30,36,1,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,1,1,1,NA,25.7799072172789,21.9329226557153,32.7287661004293,1,0,5e+05,13.1223653774023,0,0,0,0,0,0,5e+05,13.1223653774023,0,0,0,0,0,0,0,0,0,0,0.510824290436213,0,0.510824290436213,NA,NA,0.972222222222222
"Angola",2023-07-01,2023-06-30,84,70,73625000,18.1144952135184,49700000,17.7215155111876,54900000,17.8210239246947,61650000,17.9369838037952,375000,0.675042444821732,0.498471986417657,0.806163828061638,0.779594232059021,26.9926012841824,26.8647829416557,26.742330906602,0.321931589537223,0.0905432595573441,325000,12.6915835382302,27125000,17.1159664066913,7700000,15.856731016694,38475000,17.4655192636801,150000,11.9183972397228,22200000,16.9156028918876,4800000,15.3841266842114,18200000,16.7169322069921,0.368421052631579,0.104584040747029,0.52258064516129,0.0105821091860427,0.00784050366813105,-0.0120001437630997,-0.0355768738638567,NA,NA,0.166666666666667
"Antigua and Barbuda",2023-07-01,2023-06-30,9,6,1425000,14.169683073439,1425000,14.169683073439,1425000,14.169683073439,1425000,14.169683073439,2e+05,1,0.929824561403509,1,NA,27.5400410677618,34.2036336563517,27.5400410677618,0,0.859649122807018,0,0,1e+05,11.5129354649202,6e+05,13.3046866008636,5e+05,13.1223653774023,0,0,1e+05,11.5129354649202,6e+05,13.3046866008636,5e+05,13.1223653774023,0.0701754385964912,0.421052631578947,0.350877192982456,-0.146603378498158,-0.176456323822537,-0.146603378498158,-0.176456323822537,NA,NA,0.333333333333333
"Argentina",2023-07-01,2023-06-30,1732,598,1648790000,21.2233075231117,5.7e+08,20.1611469205473,6.84e+08,20.3434684770488,8.56e+08,20.5677809352742,4e+05,0.345708064701994,0.212276881834557,0.66588785046729,0.540058479532164,26.1088343110243,26.9965861136613,26.8324310870512,0.245614035087719,0.0614035087719298,88010000,18.2929610137123,393595000,19.7908330223503,498575000,20.0272645894093,668385000,20.3203749142781,2.8e+07,17.1477151038538,1.7e+08,18.9513090008969,2.13e+08,19.1768027283685,1.8e+08,19.00846741441,0.238717483730493,0.302388418173327,0.405379096185688,0.0514340773550579,0.132091546127686,0.0918075490844323,0.270290329195447,NA,NA,0.65473441108545
"Armenia",2023-07-01,2023-06-30,88,52,35300000,17.3793935502321,28050000,17.1494992255836,29500000,17.1999008552084,31375000,17.2615219872887,2e+05,0.794617563739377,0.660056657223796,0.89402390438247,0.891339869281046,27.5148403957439,27.1126086560294,25.6740713085682,0.525846702317291,0.338680926916221,1e+05,11.5129354649202,5625000,15.5427316838325,24100000,16.9977224399547,5475000,15.5157030163152,50000,10.8197982842103,4500000,15.3195881769627,20800000,16.8504635927485,2500000,14.7318016898383,0.159348441926346,0.68271954674221,0.155099150141643,0.0880420366741355,0.0643496796733665,0.101209898134407,0.0855540016746339,NA,NA,0.409090909090909
"Aruba",2023-07-01,2023-06-30,6,6,1600000,14.2855148122098,1600000,14.2855148122098,1600000,14.2855148122098,1600000,14.2855148122098,2e+05,1,0.96875,1,NA,31.9196897102441,31.8766683778234,31.9196897102441,0,0.96875,0,0,50000,10.8197982842103,575000,13.2621270589084,975000,13.7901937756205,0,0,50000,10.8197982842103,575000,13.2621270589084,975000,13.7901937756205,0.03125,0.359375,0.609375,0,0,0,0,NA,NA,0
"Australia",2023-07-01,2023-06-30,474,129,85650000,18.2657797944098,39300000,17.4867351022848,44400000,17.608750049925,51150000,17.7502730699123,350000,0.458844133099825,0.344424985405721,0.768328445747801,0.723600508905852,22.7611687272748,27.9206918307599,29.168066704001,0.0763358778625954,0.351145038167939,8425000,15.9467141528971,28600000,17.1689173107551,30025000,17.2175409592359,18600000,16.7386721924469,4e+06,15.2018051690841,18050000,16.7086562981448,1.2e+07,16.3004172910856,5300000,15.4832175672016,0.333917104495038,0.350554582603619,0.217162872154116,0.095164246496843,0.0925993204682136,0.250224502682435,0.216486364134749,NA,NA,0.727848101265823
"Austria",2023-07-01,2023-06-30,421,165,476050000,19.9810334507966,2.44e+08,19.3126787873558,2.91e+08,19.4888338285722,3.47e+08,19.664835340793,5e+05,0.512551202604768,0.285684276861674,0.703170028818444,0.613046448087432,25.123855154656,26.4911760703325,25.2494555410366,0.315573770491803,0.163934426229508,11400000,16.249124001084,200500000,19.1163248096984,174100000,18.9751404104822,90050000,18.3158756406912,2500000,14.7318016898383,1.1e+08,18.5159909328476,8.6e+07,18.2698578658457,4.1e+07,17.5290826490588,0.421174246402689,0.365717886776599,0.189160802436719,0.00685042462537311,0.0272020604237042,0,-0.0162605208056803,NA,NA,0.608076009501188
"Azerbaijan",2023-07-01,2023-06-30,62,28,11350000,16.2447283899974,9e+06,16.0127352464116,10250000,16.1427883611097,11200000,16.231424425551,275000,0.79295154185022,0.54625550660793,0.803571428571429,0.775925925925926,26.226314278775,27.6884940916094,27.7807230415033,0.0444444444444444,0.25,1600000,14.2855148122098,1900000,14.4573649704523,3275000,15.001828732395,4575000,15.336117475271,8e+05,13.5923682566493,1500000,14.2209763327389,2850000,14.862829903122,4e+06,15.2018051690841,0.167400881057269,0.288546255506608,0.403083700440529,0.144287572496644,0.18585199259827,0.1690763095761,0.244196929779186,NA,NA,0.548387096774194
"Bahrain",2023-07-01,2023-06-30,2,1,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,1,1,1,NA,27.8918548939083,25.7330595482546,27.8918548939083,0,0,0,0,0,0,3e+05,12.6115410869661,0,0,0,0,0,0,3e+05,12.6115410869661,0,0,0,1,0,0,0,0,0,NA,NA,0.5
"Bangladesh",2023-07-01,2023-06-30,38,1,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,1,1,1,NA,22.7254584098851,25.7467488021903,26.0633439113932,0,0,0,0,0,0,5e+06,15.4249486703984,0,0,0,0,0,0,5e+06,15.4249486703984,0,0,0,1,0,0,0.223143501314221,0,0.223143501314221,NA,NA,0.973684210526316
"Barbados",2023-07-01,2023-06-30,5,4,7e+05,13.458837042596,7e+05,13.458837042596,7e+05,13.458837042596,7e+05,13.458837042596,187500,1,1,1,NA,29.8431211498973,33.8737655226362,29.8431211498973,0,0.714285714285714,0,0,2e+05,12.2060776455177,0,0,5e+05,13.1223653774023,0,0,2e+05,12.2060776455177,0,0,5e+05,13.1223653774023,0.285714285714286,0,0.714285714285714,0,0,0,0,NA,NA,0.2
"Belarus",2023-07-01,2023-06-30,114,82,22950000,16.9488285380438,9300000,16.0455250656504,11350000,16.2447283899974,14400000,16.4827388339907,2e+05,0.405228758169935,0.230936819172113,0.645833333333333,0.497311827956989,28.6524490555616,29.3119494660744,27.5425300230228,0.139784946236559,0.231182795698925,2475000,14.7217513580252,7950000,15.8886826124167,7100000,15.7756054828566,5425000,15.5065286417226,7e+05,13.458837042596,3400000,15.039286283704,3300000,15.009433329467,2450000,14.7115989906841,0.34640522875817,0.309368191721133,0.236383442265795,-0.0162078095263212,-0.0581866891024987,-0.0369435112917458,-0.067558143986922,NA,NA,0.280701754385965
"Belgium",2023-07-01,2023-06-30,1194,933,1172945000,20.8827835180505,4.05e+08,19.81939762754,4.86e+08,20.0017191839224,5.96e+08,20.2057512267075,2e+05,0.345284732020683,0.200350400061384,0.679530201342282,0.567695473251029,26.6400700743049,26.2623635099223,26.4737726339369,0.345679012345679,0.382716049382716,104325000,18.4630215940273,251125000,19.3414613850815,491820000,20.0136233558905,324750000,19.5985662165943,4.5e+07,17.6221730699568,7.7e+07,18.159315992805,1.72e+08,18.9630050405917,1.1e+08,18.5159909328476,0.21409784772517,0.419303547907191,0.276867201786955,0.0205647606815305,0.0412947413307876,-0.0714589638118603,-0.112005058114864,NA,NA,0.218592964824121
"Benin",2023-07-01,2023-06-30,29,23,19950000,16.8087397514255,1.7e+07,16.648723960844,18450000,16.7305749826514,19950000,16.8087397514255,4e+05,0.852130325814536,0.646616541353383,0.852130325814536,0.84093137254902,28.9416318534778,29.20017360307,29.4669902308506,0.0294117647058824,0.176470588235294,650000,13.3847291803322,6250000,15.6480921817126,1650000,14.3162864519372,11400000,16.249124001084,350000,12.7656912906044,5350000,15.4926073057881,1600000,14.2855148122098,9200000,16.0347141507149,0.31328320802005,0.0827067669172932,0.571428571428571,-0.0320619308780365,-0.107988632933157,-0.0232568608120047,-0.113853751186404,NA,NA,0.206896551724138
"Bermuda",2023-07-01,2023-06-30,2,2,9e+05,13.7101511534169,9e+05,13.7101511534169,9e+05,13.7101511534169,9e+05,13.7101511534169,450000,1,1,1,NA,29.9137577002053,31.6735873450452,29.9137577002053,0,0.777777777777778,0,0,0,0,0,0,9e+05,13.7101511534169,0,0,0,0,0,0,9e+05,13.7101511534169,0,0,1,-0.405464737738138,-0.606135298520245,-0.405464737738138,-0.606135298520245,NA,NA,0
"Bolivia",2023-07-01,2023-06-30,62,13,4950000,15.4148983365651,4800000,15.3841266842114,4950000,15.4148983365651,4950000,15.4148983365651,3e+05,0.96969696969697,0.676767676767677,0.96969696969697,0.828125,23.5704665386059,27.514031485284,28.1665111069629,0.411458333333333,0.354166666666667,0,0,2150000,14.58097886522,1575000,14.2697664651623,1225000,14.0184522182872,0,0,2150000,14.58097886522,1500000,14.2209763327389,1050000,13.8643016745142,0.434343434343434,0.318181818181818,0.247474747474747,0.0359935952440242,0.0625203439477744,0.0371395390665761,0.0480092089404618,NA,NA,0.790322580645161
"Bonaire",2023-07-01,2023-06-30,3,2,475000,13.0710721882777,475000,13.0710721882777,475000,13.0710721882777,475000,13.0710721882777,237500,1,1,1,NA,22.7652292950034,26.3554162613927,22.7652292950034,0.157894736842105,0,0,0,0,0,0,0,475000,13.0710721882777,0,0,0,0,0,0,475000,13.0710721882777,0,0,1,-0.233614412585842,-0.233614412585842,-0.233614412585842,-0.233614412585842,NA,NA,0.333333333333333
"Bosnia-Herzegovina",2023-07-01,2023-06-30,244,161,164135000,18.9161998239935,86500000,18.2756549834628,96700000,18.3871239707648,110800000,18.5232373413027,275000,0.527005209126634,0.353367654674506,0.780685920577617,0.742485549132948,26.9083493228308,27.7404592182355,28.7573890859312,0.0578034682080925,0.242774566473988,12300000,16.3251099016435,50625000,17.7399561031441,66235000,18.0087195971983,34975000,17.3701441071077,8e+06,15.8949522246441,3.3e+07,17.3120181497338,28500000,17.1654146803266,1.9e+07,16.7599495897623,0.308435129618911,0.403539769092515,0.213086788314497,0.115474342441587,0.180635342865482,0.240636705616538,0.360812305181639,NA,NA,0.34016393442623
"Botswana",2023-07-01,2023-06-30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,17.409993155373,NA,17.409993155373,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Brazil",2023-07-01,2023-06-30,2697,1547,3474180000,21.9686243171824,8.45e+08,20.5548471865049,1.022e+09,20.7450273297064,1.309e+09,20.9925293246381,350000,0.243222861221929,0.136722910154339,0.645530939648587,0.496646942800789,26.8818412325709,26.4878675934261,25.5217472465932,0.461538461538462,0.0710059171597633,128900000,18.6745474756674,9.7e+08,20.6928066304926,939850000,20.6612308470909,1434880000,21.0843470596649,4e+07,17.5043900370782,2.3e+08,19.2535898712353,2.17e+08,19.195407916113,3.3e+08,19.6146032154551,0.279202574420439,0.270524267596958,0.413012566994226,0.0219860706987092,0.0806401493211979,0.0736529094843128,0.242561636846446,NA,NA,0.426399703374119
"Brunei Darussalam",2023-07-01,2023-06-30,1,1,2e+05,12.2060776455177,2e+05,12.2060776455177,2e+05,12.2060776455177,2e+05,12.2060776455177,2e+05,1,1,1,NA,25.1444216290212,25.1444216290212,25.1444216290212,0,0,0,0,0,0,0,0,2e+05,12.2060776455177,0,0,0,0,0,0,2e+05,12.2060776455177,0,0,1,0,0,0,0,NA,NA,0
"Bulgaria",2023-07-01,2023-06-30,100,74,42575000,17.566777808001,23500000,16.9725110216676,27350000,17.1242271233953,32600000,17.2998228770118,3e+05,0.551967116852613,0.38285378743394,0.720858895705521,0.645035460992908,29.4618206707734,27.4558152601822,27.1022338373468,0.412765957446808,0.246808510638298,4450000,15.3084148788615,6040000,15.6139147354739,20275000,16.8248992072876,11810000,16.2844572728475,2e+06,14.5086582385241,2800000,14.8451303322882,11300000,16.2403133721781,6450000,15.6795908438107,0.141867293012331,0.476218438050499,0.277392836171462,0.0928469776342915,0.291015074171408,0.166280681721602,0.44562240606324,NA,NA,0.26
"Burkina Faso",2023-07-01,2023-06-30,70,50,106050000,18.4794212484045,9.3e+07,18.3481100618702,96200000,18.3819399260309,100400000,18.4246727751821,375000,0.876944837340877,0.763790664780764,0.926294820717131,0.927060931899642,25.9271731690623,24.275033311486,25.3823657519756,0.483870967741935,0.010752688172043,1650000,14.3162864519372,46075000,17.6457810832239,5700000,15.5559769082434,52625000,17.7787018689692,1500000,14.2209763327389,42800000,17.5720486839165,3700000,15.1238436478847,4.4e+07,17.5997002146098,0.434464875058934,0.0537482319660538,0.496228194247996,0.208982156161508,0.234583083225857,0.238038881370773,0.255933371000999,NA,NA,0.285714285714286
"Burundi",2023-07-01,2023-06-30,19,12,14650000,16.4999509616867,14600000,16.4965321551717,14650000,16.4999509616867,14650000,16.4999509616867,225000,0.996587030716723,0.931740614334471,0.996587030716723,0.962328767123288,27.3602075002702,25.8858746054995,30.1559330471035,0.0308219178082192,0.0856164383561644,0,0,12450000,16.3372312611963,9e+05,13.7101511534169,1300000,14.0778755916622,0,0,12450000,16.3372312611963,9e+05,13.7101511534169,1100000,13.9108216468591,0.849829351535836,0.0614334470989761,0.0887372013651877,0.291100856135753,0.617577517667211,0.292258716229227,0.620507938024597,NA,NA,0.368421052631579
"Cambodia",2023-07-01,2023-06-30,24,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,22.3990417522245,NA,24.2424242424242,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Cameroon",2023-07-01,2023-06-30,246,199,293525000,19.4974733758874,1.68e+08,18.9394745433199,187500000,19.0492894087081,214800000,19.1852179252545,3e+05,0.572353291883145,0.449706157908185,0.782122905027933,0.744642857142857,28.1299922650151,27.148227593728,27.4061352747184,0.339285714285714,0.18452380952381,37675000,17.4445073290196,64975000,17.9895131538824,86450000,18.275076781661,104375000,18.4635007507161,3.5e+07,17.3708586480251,27500000,17.1296965990004,6.1e+07,17.926384438531,4.9e+07,17.7073308764831,0.221361042500639,0.294523464781535,0.355591516906567,0.0539820530873918,0.137566924869091,0.136938550072578,0.2472411012237,NA,NA,0.191056910569106
"Canada",2023-07-01,2023-06-30,133,62,202775000,19.1276075528523,186700000,19.0450136138681,191100000,19.0683074144434,196400000,19.0956639589763,250000,0.920724941437554,0.798915053630872,0.95061099796334,0.952374575968577,24.3456073448508,23.9369744115929,24.8843258042437,0.758971612212105,0,2550000,14.7516043092914,85925000,18.2689853923382,26250000,17.0831765850971,88050000,18.2934154042637,1e+06,13.8155115579638,8.2e+07,18.2222298174236,23400000,16.968246623063,7.8e+07,18.1722193974744,0.423745530760695,0.129453828134632,0.434225126371594,0.119556891936245,0.166493834556285,0.136980596192917,0.182857317853706,NA,NA,0.533834586466165
"Cape Verde",2023-07-01,2023-06-30,114,90,56950000,17.8576842654167,29700000,17.206657637443,34100000,17.3448079715793,40750000,17.522966422191,3e+05,0.521510096575944,0.359964881474978,0.728834355828221,0.65895061728395,28.781872545841,28.8810399025527,29.223570406322,0.0606060606060606,0.410774410774411,4600000,15.3415670788506,10700000,16.1857543928901,10775000,16.1927392867615,30875000,17.2454573853011,4e+06,15.2018051690841,4700000,15.3630732794462,7e+06,15.7614208498767,12500000,16.3412392822725,0.187884108867428,0.189201053555751,0.542142230026339,-0.0130834833926201,-0.00612693372024609,-0.071458961660074,-0.0962280290055588,NA,NA,0.210526315789474
"Central African Republic",2023-07-01,2023-06-30,24,21,19575000,16.7897638509267,18300000,16.7224116724565,18950000,16.7573145422632,19575000,16.7897638509267,2e+05,0.934865900383142,0.863346104725415,0.934865900383142,0.923360655737705,28.802418434862,29.8367866792894,28.730259473586,0.0901639344262295,0.844262295081967,450000,13.0170050839663,1450000,14.1870748040517,15300000,16.5433634517221,2225000,14.6152679230206,3e+05,12.6115410869661,1250000,14.0386549092782,15150000,16.5335111559263,1750000,14.3751269173281,0.0740740740740741,0.781609195402299,0.113665389527458,-0.259511183808385,-0.270290317640701,-0.269067251118393,-0.277383307014265,NA,NA,0.125
"Chad",2023-07-01,2023-06-30,5,4,2150000,14.58097886522,2150000,14.58097886522,2150000,14.58097886522,2150000,14.58097886522,425000,1,1,1,NA,29.2818617385353,28.3359279244863,29.2818617385353,0,0.441860465116279,0,0,0,0,1e+05,11.5129354649202,2050000,14.5333508389194,0,0,0,0,1e+05,11.5129354649202,2050000,14.5333508389194,0,0.0465116279069767,0.953488372093023,-0.170625444071378,0.0355066716454857,-0.170625444071378,0.0355066716454857,NA,NA,0.2
"Chile",2023-07-01,2023-06-30,144,72,96475000,18.3847944757533,6.2e+07,17.9426449591384,69600000,18.0582751396725,79700000,18.1937801563075,437500,0.642653537185799,0.430163254729204,0.777917189460477,0.738306451612903,28.196060536923,28.5180923231806,27.794412295439,0.129032258064516,0.185483870967742,1300000,14.0778755916622,23775000,16.9841452084567,28425000,17.1627796327812,42975000,17.5761291325025,1e+06,13.8155115579638,17500000,16.6777114960366,15800000,16.5755205612883,25500000,17.0541890493443,0.24643690075149,0.294635916040425,0.445452189686447,-0.0475677828567314,-0.041122544942052,-0.0239055204725531,-0.028618804850602,NA,NA,0.5
