"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","median_player_value","squad_value_concentration","avg_age","total_caps","total_goals","missing_value_share"
"Kazakhstan","2019-07-01","2019-06-30",36,21,19300000,16.7756157056886,16850000,16.6398612741098,18450000,16.7305749826514,850000,0.873056994818653,23.4154688569473,NA,NA,0.416666666666667
"Kenya","2019-07-01","2019-06-30",23,10,24825000,17.0273618081775,24825000,17.0273618081775,24825000,17.0273618081775,550000,1,22.2928905157278,NA,NA,0.565217391304348
"Korea, North","2019-07-01","2019-06-30",2,1,4e+06,15.2018051690841,4e+06,15.2018051690841,4e+06,15.2018051690841,4e+06,1,24.5968514715948,NA,NA,0.5
"Korea, South","2019-07-01","2019-06-30",610,40,137850000,18.7416767026883,118950000,18.5942138031201,124950000,18.6434242232484,875000,0.862894450489663,19.2641554740185,NA,NA,0.934426229508197
"Kosovo","2019-07-01","2019-06-30",129,56,84800000,18.2558061125546,65500000,17.9975607158727,7.2e+07,18.0921766908692,3e+05,0.772405660377358,20.5330956284588,NA,NA,0.565891472868217
"Kyrgyzstan","2019-07-01","2019-06-30",40,1,1500000,14.2209763327389,1500000,14.2209763327389,1500000,14.2209763327389,1500000,1,19.6134154688569,NA,NA,0.975
"Laos","2019-07-01","2019-06-30",29,1,6e+05,13.3046866008636,6e+05,13.3046866008636,6e+05,13.3046866008636,6e+05,1,16.5154712171635,NA,NA,0.96551724137931
"Latvia","2019-07-01","2019-06-30",50,18,7300000,15.8033850431049,6100000,15.623799493078,6975000,15.7578430290409,3e+05,0.835616438356164,22.3969336071184,NA,NA,0.64
"Lebanon","2019-07-01","2019-06-30",29,5,2275000,14.6374910499275,2275000,14.6374910499275,2275000,14.6374910499275,3e+05,1,21.6215629351649,NA,NA,0.827586206896552
"Liberia","2019-07-01","2019-06-30",22,11,2475000,14.7217513580252,2475000,14.7217513580252,2475000,14.7217513580252,2e+05,1,21.1954452118723,NA,NA,0.5
"Libya","2019-07-01","2019-06-30",35,4,3450000,15.0538850788626,3450000,15.0538850788626,3450000,15.0538850788626,425000,1,22.0872592158013,NA,NA,0.885714285714286
"Liechtenstein","2019-07-01","2019-06-30",4,3,925000,13.7375500975751,925000,13.7375500975751,925000,13.7375500975751,4e+05,1,24.8856947296372,NA,NA,0.25
"Lithuania","2019-07-01","2019-06-30",72,29,10300000,16.1476545502872,8175000,15.9165913970717,8925000,16.0043669976748,175000,0.79368932038835,23.1442315004943,NA,NA,0.597222222222222
"Luxembourg","2019-07-01","2019-06-30",43,19,12350000,16.3291667020099,10950000,16.208850105551,11975000,16.2983317847686,5e+05,0.88663967611336,20.5039555576779,NA,NA,0.558139534883721
"Macao","2019-07-01","2019-06-30",1,1,25000,10.1266711030504,25000,10.1266711030504,25000,10.1266711030504,25000,1,24.5475701574264,NA,NA,0
"Madagascar","2019-07-01","2019-06-30",23,17,19475000,16.784642201069,18400000,16.727861276927,19300000,16.7756157056886,4e+05,0.944801026957638,24.4103205070976,NA,NA,0.260869565217391
"Malawi","2019-07-01","2019-06-30",3,1,2e+05,12.2060776455177,2e+05,12.2060776455177,2e+05,12.2060776455177,2e+05,1,21.9995436915355,NA,NA,0.666666666666667
"Malaysia","2019-07-01","2019-06-30",29,4,2975000,14.9057549330963,2975000,14.9057549330963,2975000,14.9057549330963,450000,1,21.9119639358965,NA,NA,0.862068965517241
"Mali","2019-07-01","2019-06-30",180,111,223925000,19.2268217367913,1.5e+08,18.8261458587272,1.62e+08,18.9031068993695,5e+05,0.669867143016635,23.0423302152255,NA,NA,0.383333333333333
"Malta","2019-07-01","2019-06-30",42,7,2975000,14.9057549330963,2975000,14.9057549330963,2975000,14.9057549330963,2e+05,1,21.0650891431179,NA,NA,0.833333333333333
"Martinique","2019-07-01","2019-06-30",37,32,30325000,17.2274830457705,23600000,16.9767573123687,25600000,17.0581029485123,425000,0.778235779060181,28.0230127458054,NA,NA,0.135135135135135
"Mauritania","2019-07-01","2019-06-30",29,15,12625000,16.3511896123336,12100000,16.3087160932116,12625000,16.3511896123336,4e+05,0.958415841584158,20.9167079704501,NA,NA,0.482758620689655
"Mauritius","2019-07-01","2019-06-30",2,1,7e+05,13.458837042596,7e+05,13.458837042596,7e+05,13.458837042596,7e+05,1,23.2991101984942,NA,NA,0.5
"Mexico","2019-07-01","2019-06-30",536,49,272650000,19.423699483004,1.93e+08,19.0782007520505,2.19e+08,19.204582292347,2e+06,0.70786722904823,18.7772431477111,NA,NA,0.908582089552239
"Moldova","2019-07-01","2019-06-30",63,29,15775000,16.573937029783,12750000,16.3610419080001,13925000,16.4491964155909,275000,0.80824088748019,22.3274339167563,NA,NA,0.53968253968254
"Monaco","2019-07-01","2019-06-30",1,1,50000,10.8197982842103,50000,10.8197982842103,50000,10.8197982842103,50000,1,25.3771389459274,NA,NA,0
"Mongolia","2019-07-01","2019-06-30",1,0,0,0,0,0,0,0,NA,NA,14.444900752909,NA,NA,1
"Montenegro","2019-07-01","2019-06-30",118,69,94975000,18.369124267567,72300000,18.0963347009603,76500000,18.1528013118687,4e+05,0.761252961305607,23.7967493822434,NA,NA,0.415254237288136
"Montserrat","2019-07-01","2019-06-30",6,5,1450000,14.1870748040517,1450000,14.1870748040517,1450000,14.1870748040517,250000,1,25.7759525439197,NA,NA,0.166666666666667
"Morocco","2019-07-01","2019-06-30",366,182,380975000,19.758244316765,2.03e+08,19.1287165419322,227500000,19.2426608007509,5e+05,0.532843362425356,22.0471194593119,NA,NA,0.502732240437158
"Mozambique","2019-07-01","2019-06-30",18,15,9300000,16.0455250656504,9e+06,16.0127352464116,9300000,16.0455250656504,2e+05,0.967741935483871,26.3787360255533,NA,NA,0.166666666666667
"Myanmar","2019-07-01","2019-06-30",33,0,0,0,0,0,0,0,NA,NA,19.7998879970133,NA,NA,1
"Netherlands","2019-07-01","2019-06-30",1555,954,1447425000,21.0930519532884,5.48e+08,20.1217858467371,6.3e+08,20.2612303789372,2e+05,0.3786033818678,22.8061543503022,NA,NA,0.386495176848875
"Neukaledonien","2019-07-01","2019-06-30",2,2,2300000,14.6484201156819,2300000,14.6484201156819,2300000,14.6484201156819,1150000,1,31.2676249144422,NA,NA,0
"New Caledonia","2019-07-01","2019-06-30",2,1,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,1,23.2908966461328,NA,NA,0.5
"New Zealand","2019-07-01","2019-06-30",105,23,32350000,17.2921246098231,3e+07,17.2167079729598,31100000,17.2527184093038,3e+05,0.927357032457496,18.7604054626642,NA,NA,0.780952380952381
"Nicaragua","2019-07-01","2019-06-30",6,1,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,1,22.560346794433,NA,NA,0.833333333333333
"Niger","2019-07-01","2019-06-30",13,6,1500000,14.2209763327389,1500000,14.2209763327389,1500000,14.2209763327389,250000,1,22.6542410361712,NA,NA,0.538461538461538
"Nigeria","2019-07-01","2019-06-30",513,238,386825000,19.7734829549252,1.91e+08,19.0677839912465,2.24e+08,19.2271566142836,350000,0.49376332967104,21.2917585621213,NA,NA,0.536062378167641
"North Macedonia","2019-07-01","2019-06-30",107,63,61475000,17.9341411623333,46400000,17.6528100387482,49300000,17.7134346592969,3e+05,0.754778365189101,23.8557894669507,NA,NA,0.411214953271028
"Northern Ireland","2019-07-01","2019-06-30",127,71,60725000,17.9218660493202,4.3e+07,17.5767106969137,46500000,17.654962892063,3e+05,0.708110333470564,23.9314028251602,NA,NA,0.440944881889764
"Norway","2019-07-01","2019-06-30",565,154,205700000,19.1419293594846,1.08e+08,18.4976417943478,1.23e+08,18.6276949214668,4e+05,0.525036460865338,20.0621661730055,NA,NA,0.727433628318584
"Oman","2019-07-01","2019-06-30",50,1,1100000,13.9108216468591,1100000,13.9108216468591,1100000,13.9108216468591,1100000,1,21.6954962354552,NA,NA,0.98
"Pakistan","2019-07-01","2019-06-30",4,2,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,150000,1,22.9801505817933,NA,NA,0.5
"Palestine","2019-07-01","2019-06-30",10,6,925000,13.7375500975751,925000,13.7375500975751,925000,13.7375500975751,112500,1,22.8224503764545,NA,NA,0.4
"Panama","2019-07-01","2019-06-30",61,13,4100000,15.2264977755769,3875000,15.1700564788341,4100000,15.2264977755769,2e+05,0.945121951219512,20.3702382154599,NA,NA,0.786885245901639
"Papua New Guinea","2019-07-01","2019-06-30",1,1,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,1,23.5099247091034,NA,NA,0
"Paraguay","2019-07-01","2019-06-30",147,53,106325000,18.4820110085091,70300000,18.0682823710056,78800000,18.1824235675185,1e+06,0.661180343287091,22.9062379229584,NA,NA,0.639455782312925
"Peru","2019-07-01","2019-06-30",102,40,49500000,17.7174832477409,36500000,17.41282284595,40350000,17.5131019774634,5e+05,0.737373737373737,22.3775013085316,NA,NA,0.607843137254902
"Philippines","2019-07-01","2019-06-30",45,11,11900000,16.2920490421154,11900000,16.2920490421154,11900000,16.2920490421154,250000,1,20.734109057723,NA,NA,0.755555555555556
"Poland","2019-07-01","2019-06-30",660,181,459075000,19.9447241555478,2.97e+08,19.509242700134,3.23e+08,19.5931628842829,4e+05,0.646953112236563,19.8138427395101,NA,NA,0.725757575757576
"Portugal","2019-07-01","2019-06-30",1261,785,1594675000,21.1899357912926,5.92e+08,20.1990171945375,7.01e+08,20.3680184464254,3e+05,0.371235518209039,24.0940487569756,NA,NA,0.377478191911182
"Puerto Rico","2019-07-01","2019-06-30",33,0,0,0,0,0,0,0,NA,NA,16.5026030323772,NA,NA,1
"Qatar","2019-07-01","2019-06-30",54,11,15700000,16.5691713340128,15700000,16.5691713340128,15700000,16.5691713340128,6e+05,1,22.2964483991178,NA,NA,0.796296296296296
"Réunion","2019-07-01","2019-06-30",1,1,150000,11.9183972397228,150000,11.9183972397228,150000,11.9183972397228,150000,1,35.6221765913758,NA,NA,0
"Romania","2019-07-01","2019-06-30",558,135,155375000,18.8613521142312,7.4e+07,18.119575664682,87250000,18.2842881305081,4e+05,0.476267095736122,20.2341156815556,NA,NA,0.758064516129032
"Russia","2019-07-01","2019-06-30",1598,1173,766725000,20.4576387565797,174500000,18.9774353053374,2.09e+08,19.1578448147138,2e+05,0.227591378916822,23.1946229844116,NA,NA,0.265957446808511
"Rwanda","2019-07-01","2019-06-30",10,5,2450000,14.7115989906841,2450000,14.7115989906841,2450000,14.7115989906841,350000,1,21.4937713894593,NA,NA,0.5
"Saint-Martin","2019-07-01","2019-06-30",3,3,525000,13.1711554463339,525000,13.1711554463339,525000,13.1711554463339,2e+05,1,31.4624686287931,NA,NA,0
"San Marino","2019-07-01","2019-06-30",16,1,125000,11.7360770162524,125000,11.7360770162524,125000,11.7360770162524,125000,1,19.1789869952088,NA,NA,0.9375
"Sao Tome and Principe","2019-07-01","2019-06-30",8,4,1575000,14.2697664651623,1575000,14.2697664651623,1575000,14.2697664651623,312500,1,23.9086242299795,NA,NA,0.5
"Saudi Arabia","2019-07-01","2019-06-30",493,13,6325000,15.6600207506806,6125000,15.6278894776604,6325000,15.6600207506806,350000,0.968379446640316,19.1826043736194,NA,NA,0.973630831643002
"Scotland","2019-07-01","2019-06-30",1021,595,427325000,19.8730554081467,184500000,19.0331600268649,2.12e+08,19.1720968373533,250000,0.431755689463523,23.3353082864232,NA,NA,0.417238001958864
"Senegal","2019-07-01","2019-06-30",408,251,629275000,20.2600789226167,3.7e+08,19.7290135663052,406500000,19.8230944894122,350000,0.587978228914227,22.991148957872,NA,NA,0.384803921568627
"Serbia","2019-07-01","2019-06-30",896,341,669225000,20.3216308859129,3.32e+08,19.6206455298928,3.8e+08,19.7556818133163,5e+05,0.496096230714633,21.4581011049184,NA,NA,0.619419642857143
"Seychelles","2019-07-01","2019-06-30",1,1,750000,13.5278298188449,750000,13.5278298188449,750000,13.5278298188449,750000,1,31.4770704996578,NA,NA,0
"Sierra Leone","2019-07-01","2019-06-30",33,22,7025000,15.7649859155328,5700000,15.5559769082434,6450000,15.6795908438107,225000,0.811387900355872,22.3169684524921,NA,NA,0.333333333333333
"Singapore","2019-07-01","2019-06-30",36,0,0,0,0,0,0,0,NA,NA,21.2099779450909,NA,NA,1
"Sint Maarten","2019-07-01","2019-06-30",1,1,150000,11.9183972397228,150000,11.9183972397228,150000,11.9183972397228,150000,1,20.1149897330595,NA,NA,0
"Slovakia","2019-07-01","2019-06-30",188,103,203600000,19.1316678475522,1.6e+08,18.8906843794481,1.69e+08,18.9454092788045,3e+05,0.785854616895874,23.9748496366522,NA,NA,0.452127659574468
"Slovenia","2019-07-01","2019-06-30",176,116,220125000,19.2097061293235,172300000,18.964747707302,180300000,19.0101326937199,337500,0.782737081203861,23.9690591749113,NA,NA,0.340909090909091
"Somalia","2019-07-01","2019-06-30",5,1,75000,11.2252567257629,75000,11.2252567257629,75000,11.2252567257629,75000,1,19.7946611909651,NA,NA,0.8
"South Africa","2019-07-01","2019-06-30",126,45,38475000,17.4655192636801,25200000,17.0423545921642,29200000,17.1896793014851,5e+05,0.654970760233918,22.5347283334963,NA,NA,0.642857142857143
"Southern Sudan","2019-07-01","2019-06-30",2,0,0,0,0,0,0,0,NA,NA,19.7440109514031,NA,NA,1
"Spain","2019-07-01","2019-06-30",2169,1406,4307850000,22.183704776925,7.3e+08,20.4085550934766,9.3e+08,20.6506951451868,4e+05,0.169458082338057,24.3041224354749,NA,NA,0.351775011526049
"Sri Lanka","2019-07-01","2019-06-30",1,0,0,0,0,0,0,0,NA,NA,28.7611225188227,NA,NA,1
"St. Kitts & Nevis","2019-07-01","2019-06-30",4,3,3100000,14.946912992036,3100000,14.946912992036,3100000,14.946912992036,75000,1,26.9733059548255,NA,NA,0.25
"St. Lucia","2019-07-01","2019-06-30",4,3,575000,13.2621270589084,575000,13.2621270589084,575000,13.2621270589084,50000,1,22.2813141683778,NA,NA,0.25
"St. Vincent & Grenadinen","2019-07-01","2019-06-30",1,0,0,0,0,0,0,0,NA,NA,15.4058863791923,NA,NA,1
"Sudan","2019-07-01","2019-06-30",1,0,0,0,0,0,0,0,NA,NA,13.3004791238877,NA,NA,1
"Suriname","2019-07-01","2019-06-30",62,44,49775000,17.7230234280049,31750000,17.273403314799,36500000,17.41282284595,7e+05,0.637870416875942,22.9299860899516,NA,NA,0.290322580645161
"Sweden","2019-07-01","2019-06-30",764,230,304290000,19.5334917553066,134500000,18.7170747644411,149700000,18.8241438560699,6e+05,0.442012553813796,20.1061383044676,NA,NA,0.698952879581152
"Switzerland","2019-07-01","2019-06-30",400,144,452025000,19.9292480482138,2.47e+08,19.3248988986408,2.82e+08,19.4574176324485,750000,0.546429954095459,20.1627545935338,NA,NA,0.64
"Syria","2019-07-01","2019-06-30",22,8,17900000,16.7003113266769,17900000,16.7003113266769,17900000,16.7003113266769,425000,1,21.6062472777052,NA,NA,0.636363636363636
"Tahiti","2019-07-01","2019-06-30",1,1,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,1,39.1348391512663,NA,NA,0
"Tajikistan","2019-07-01","2019-06-30",44,5,1550000,14.2537661340565,1550000,14.2537661340565,1550000,14.2537661340565,3e+05,1,19.2689938398357,NA,NA,0.886363636363636
"Tanzania","2019-07-01","2019-06-30",6,1,1.2e+07,16.3004172910856,1.2e+07,16.3004172910856,1.2e+07,16.3004172910856,1.2e+07,1,18.8122290668492,NA,NA,0.833333333333333
"Thailand","2019-07-01","2019-06-30",60,5,2150000,14.58097886522,2150000,14.58097886522,2150000,14.58097886522,3e+05,1,21.3099247091034,NA,NA,0.916666666666667
"The Gambia","2019-07-01","2019-06-30",87,35,39075000,17.4809934598636,30850000,17.2446473407306,34250000,17.3491971518696,5e+05,0.789507357645553,19.7736080624985,NA,NA,0.597701149425287
"Togo","2019-07-01","2019-06-30",45,30,54900000,17.8210239246947,49750000,17.7225210416694,51750000,17.7619350094334,425000,0.906193078324226,24.2451289071412,NA,NA,0.333333333333333
"Trinidad and Tobago","2019-07-01","2019-06-30",21,8,4750000,15.3736553865371,4750000,15.3736553865371,4750000,15.3736553865371,550000,1,21.7715198331215,NA,NA,0.619047619047619
"Tunisia","2019-07-01","2019-06-30",122,82,114975000,18.5602252800878,7.5e+07,18.1329986848339,82750000,18.231334584306,5e+05,0.652315720808871,24.9811604447885,NA,NA,0.327868852459016
"Turkey","2019-07-01","2019-06-30",2180,1358,493250000,20.0165267048944,1.84e+08,19.030446321008,206500000,19.145810975208,75000,0.373035985808414,22.1470537907155,NA,NA,0.377064220183486
"Turkmenistan","2019-07-01","2019-06-30",2,1,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,1,20.0383299110199,NA,NA,0.5
"Uganda","2019-07-01","2019-06-30",69,13,6225000,15.6440841609576,6100000,15.623799493078,6225000,15.6440841609576,350000,0.979919678714859,21.148270491722,NA,NA,0.811594202898551
"Ukraine","2019-07-01","2019-06-30",1623,891,419875000,19.8554676082784,129500000,18.6791914468259,1.47e+08,18.8059431515457,2e+05,0.308425126525752,22.8604389011416,NA,NA,0.451016635859519
"United Arab Emirates","2019-07-01","2019-06-30",27,1,275000,12.5245300130057,275000,12.5245300130057,275000,12.5245300130057,275000,1,20.5791061424189,NA,NA,0.962962962962963
"United States","2019-07-01","2019-06-30",614,122,220950000,19.2134469940669,1.45e+08,18.7922443072814,157500000,18.8749360225792,5e+05,0.656257071735687,19.0287630399062,NA,NA,0.801302931596091
"Uruguay","2019-07-01","2019-06-30",343,165,602050000,20.2158510579635,3.83e+08,19.7635455497559,429500000,19.8781323017169,5e+05,0.636159787393074,23.3187700424846,NA,NA,0.518950437317784
"Uzbekistan","2019-07-01","2019-06-30",58,19,18525000,16.7346317831275,16550000,16.6218967202103,18150000,16.7141811737715,7e+05,0.893387314439946,22.2849725034813,NA,NA,0.672413793103448
"Vanuatu","2019-07-01","2019-06-30",1,0,0,0,0,0,0,0,NA,NA,25.7494866529774,NA,NA,1
"Venezuela","2019-07-01","2019-06-30",137,69,86725000,18.2782527623508,56500000,17.8497512138158,6.4e+07,17.9743936569489,5e+05,0.651484577688095,22.3013734218638,NA,NA,0.496350364963504
"Vietnam","2019-07-01","2019-06-30",47,2,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,150000,1,20.2084261726885,NA,NA,0.957446808510638
"Wales","2019-07-01","2019-06-30",152,86,316625000,19.5732286694444,2.29e+08,19.2492325658853,2.52e+08,19.344939649444,5e+05,0.723253059613107,23.1353434922007,NA,NA,0.43421052631579
"Yemen","2019-07-01","2019-06-30",2,0,0,0,0,0,0,0,NA,NA,14.684462696783,NA,NA,1
"Zambia","2019-07-01","2019-06-30",24,15,13550000,16.4218971790907,12800000,16.3649558070148,13550000,16.4218971790907,5e+05,0.944649446494465,22.3524982888433,NA,NA,0.375
"Zimbabwe","2019-07-01","2019-06-30",26,19,17950000,16.7031007286089,1.7e+07,16.648723960844,17700000,16.6890752540412,250000,0.947075208913649,24.7475385668404,NA,NA,0.269230769230769
"Afghanistan","2020-01-01","2019-12-31",3,2,550000,13.2176753753888,550000,13.2176753753888,550000,13.2176753753888,275000,1,25.9539128450833,NA,NA,0.333333333333333
"Albania","2020-01-01","2019-12-31",183,110,108275000,18.5001848543007,75350000,18.1376544963082,79350000,18.1893790175391,250000,0.695913184022166,22.5204833877537,NA,NA,0.398907103825137
"Algeria","2020-01-01","2019-12-31",200,118,404875000,19.8190889379257,2.63e+08,19.3876645939443,2.97e+08,19.509242700134,6e+05,0.649583204692806,24.1757015742642,NA,NA,0.41
"Andorra","2020-01-01","2019-12-31",36,0,0,0,0,0,0,0,NA,NA,22.2836717621112,NA,NA,1
"Angola","2020-01-01","2019-12-31",84,49,63175000,17.9614192270676,4.9e+07,17.7073308764831,52950000,17.7848586488974,5e+05,0.775623268698061,23.4963658290147,NA,NA,0.416666666666667
"Antigua and Barbuda","2020-01-01","2019-12-31",9,6,1775000,14.3893115442718,1775000,14.3893115442718,1775000,14.3893115442718,212500,1,24.0438056125941,NA,NA,0.333333333333333
"Argentina","2020-01-01","2019-12-31",1732,530,1916475000,21.373753398609,6.75e+08,20.3302232503183,7.75e+08,20.4683735886079,6e+05,0.352209133956874,22.6125988558566,NA,NA,0.693995381062356
"Armenia","2020-01-01","2019-12-31",88,44,44550000,17.6121227343278,37100000,17.4291275545318,38775000,17.4732862928167,250000,0.832772166105499,24.0186049405762,NA,NA,0.5
"Aruba","2020-01-01","2019-12-31",6,6,1950000,14.4833404433603,1950000,14.4833404433603,1950000,14.4833404433603,250000,1,28.4234542550764,NA,NA,0
"Australia","2020-01-01","2019-12-31",474,110,89725000,18.3122600061431,44700000,17.6154840819552,49300000,17.7134346592969,4e+05,0.498188910560045,19.2649332721071,NA,NA,0.767932489451477
"Austria","2020-01-01","2019-12-31",421,150,447950000,19.9201921792403,2.63e+08,19.3876645939443,3e+08,19.5192930359538,625000,0.587119098113629,21.6276196994883,NA,NA,0.643705463182898
"Azerbaijan","2020-01-01","2019-12-31",62,26,10950000,16.208850105551,8750000,15.9845643726195,9650000,16.0824685769421,225000,0.799086757990868,22.7300788236073,NA,NA,0.580645161290323
"Bahrain","2020-01-01","2019-12-31",2,1,25000,10.1266711030504,25000,10.1266711030504,25000,10.1266711030504,25000,1,24.3956194387406,NA,NA,0.5
"Bangladesh","2020-01-01","2019-12-31",38,1,1e+07,16.1180957509583,1e+07,16.1180957509583,1e+07,16.1180957509583,1e+07,1,19.2292229547174,NA,NA,0.973684210526316
"Barbados","2020-01-01","2019-12-31",5,4,1200000,13.9978329480912,1200000,13.9978329480912,1200000,13.9978329480912,175000,1,26.3468856947296,NA,NA,0.2
"Belarus","2020-01-01","2019-12-31",114,71,33075000,17.3142882981996,15100000,16.5302053680103,18200000,16.7169322069921,3e+05,0.456538170823885,25.1562136003939,NA,NA,0.37719298245614
"Belgium","2020-01-01","2019-12-31",1194,729,1395050000,21.0561960945881,6.43e+08,20.2816552837571,7.35e+08,20.4153810585377,250000,0.460915379377083,23.1438346191372,NA,NA,0.389447236180905
"Benin","2020-01-01","2019-12-31",29,22,22850000,16.9444617190682,18900000,16.7546725329399,20850000,16.8528645541707,575000,0.827133479212254,25.4453963983101,NA,NA,0.241379310344828
"Bermuda","2020-01-01","2019-12-31",2,2,4200000,15.2505953213488,4200000,15.2505953213488,4200000,15.2505953213488,2100000,1,26.4175222450376,NA,NA,0
"Bolivia","2020-01-01","2019-12-31",62,10,3475000,15.0611053247508,3475000,15.0611053247508,3475000,15.0611053247508,325000,1,20.0742310834382,NA,NA,0.838709677419355
"Bonaire","2020-01-01","2019-12-31",3,1,2e+05,12.2060776455177,2e+05,12.2060776455177,2e+05,12.2060776455177,2e+05,1,19.2689938398357,NA,NA,0.666666666666667
"Bosnia-Herzegovina","2020-01-01","2019-12-31",244,141,235275000,19.2762656049595,154500000,18.8557046607746,165500000,18.9244817588237,4e+05,0.656678355116353,23.4121138676631,NA,NA,0.422131147540984
"Botswana","2020-01-01","2019-12-31",1,0,0,0,0,0,0,0,NA,NA,13.9137577002053,NA,NA,1
"Brazil","2020-01-01","2019-12-31",2697,1314,3624750000,22.0110511576335,8.85e+08,20.6010982041021,1.085e+09,20.8048458248605,5e+05,0.244154769294434,23.3856057774032,NA,NA,0.512791991101224
"Brunei Darussalam","2020-01-01","2019-12-31",1,0,0,0,0,0,0,0,NA,NA,21.6481861738535,NA,NA,1
"Bulgaria","2020-01-01","2019-12-31",100,65,36850000,17.4223662037367,19850000,16.8037146154753,23350000,16.9661075849057,3e+05,0.538670284938942,25.9655852156057,NA,NA,0.35
"Burkina Faso","2020-01-01","2019-12-31",70,39,51550000,17.7580627878259,43150000,17.5801929986687,45800000,17.6397946709185,4e+05,0.837051406401552,22.4309377138946,NA,NA,0.442857142857143
"Burundi","2020-01-01","2019-12-31",19,10,6800000,15.7324333172051,6800000,15.7324333172051,6800000,15.7324333172051,250000,1,23.8639720451025,NA,NA,0.473684210526316
"Cambodia","2020-01-01","2019-12-31",24,0,0,0,0,0,0,0,NA,NA,18.9028062970568,NA,NA,1
"Cameroon","2020-01-01","2019-12-31",246,170,313200000,19.5623525252738,1.83e+08,19.0249967162702,202250000,19.1250151188473,362500,0.584291187739464,24.6337568098474,NA,NA,0.308943089430894
"Canada","2020-01-01","2019-12-31",133,44,70725000,18.0743096892912,64850000,17.9875874841469,66550000,18.0134641178317,2e+05,0.916931778013432,20.8493718896831,NA,NA,0.669172932330827
"Cape Verde","2020-01-01","2019-12-31",114,80,80975000,18.2096510353712,51500000,17.7570923850514,58900000,17.8913516655997,3e+05,0.635998765050942,25.2856370906733,NA,NA,0.298245614035088
"Central African Republic","2020-01-01","2019-12-31",24,17,35175000,17.375846189394,34350000,17.3521126057447,3.5e+07,17.3708586480251,2e+05,0.976545842217484,25.3061829796943,NA,NA,0.291666666666667
"Chad","2020-01-01","2019-12-31",5,4,4e+06,15.2018051690841,4e+06,15.2018051690841,4e+06,15.2018051690841,437500,1,25.7856262833676,NA,NA,0.2
"Chile","2020-01-01","2019-12-31",144,67,150550000,18.8298058195343,1.06e+08,18.4789496615103,114700000,18.557830590818,675000,0.704085021587512,24.6998250817553,NA,NA,0.534722222222222
"China","2020-01-01","2019-12-31",58,20,16550000,16.6218967202103,15925000,16.5834008222168,16350000,16.6097385164696,187500,0.962235649546828,22.4995161556799,NA,NA,0.655172413793103
"Chinese Taipei","2020-01-01","2019-12-31",38,2,550000,13.2176753753888,550000,13.2176753753888,550000,13.2176753753888,275000,1,20.7841060556936,NA,NA,0.947368421052632
"Colombia","2020-01-01","2019-12-31",956,150,504175000,20.0384339899736,290500000,19.4871141376986,326500000,19.6039405097435,825000,0.576188823325234,20.7213664051962,NA,NA,0.843096234309623
"Comoros","2020-01-01","2019-12-31",66,20,26375000,17.0879271876752,24800000,17.0263542514578,25850000,17.0678211976034,350000,0.940284360189574,21.2553460684878,NA,NA,0.696969696969697
"Congo","2020-01-01","2019-12-31",58,42,19925000,16.8074858328288,11300000,16.2403133721781,13250000,16.3995081858682,312500,0.567126725219573,24.5918478132597,NA,NA,0.275862068965517
"Costa Rica","2020-01-01","2019-12-31",83,35,26600000,17.0964218113459,20200000,16.8211932118764,22050000,16.9088232052086,375000,0.759398496240602,22.8220314522979,NA,NA,0.578313253012048
"Cote d'Ivoire","2020-01-01","2019-12-31",327,184,601875000,20.2155603421781,3.4e+08,19.6444561785157,3.97e+08,19.7994468411704,5e+05,0.564901349948079,22.7396090399312,NA,NA,0.437308868501529
"Croatia","2020-01-01","2019-12-31",584,276,668450000,20.3204721588894,3.1e+08,19.5520828586693,367500000,19.7222338793383,5e+05,0.463759443488668,22.1063214349339,NA,NA,0.527397260273973
"Cuba","2020-01-01","2019-12-31",5,2,4250000,15.2624297761947,4250000,15.2624297761947,4250000,15.2624297761947,2125000,1,20.7277207392197,NA,NA,0.6
"Curacao","2020-01-01","2019-12-31",77,54,33900000,17.3389256018492,21850000,16.8997115252725,24950000,17.032384420242,287500,0.644542772861357,23.2194636301412,NA,NA,0.298701298701299
"Cyprus","2020-01-01","2019-12-31",61,30,18550000,16.7359804009261,13900000,16.4473994700434,15600000,16.5627815363223,375000,0.749326145552561,23.0113216862468,NA,NA,0.508196721311475
"Czech Republic","2020-01-01","2019-12-31",574,138,218075000,19.2003496028691,1.22e+08,18.6195316108943,139500000,18.7535751663942,475000,0.55944055944056,21.9686387300951,NA,NA,0.759581881533101
"Denmark","2020-01-01","2019-12-31",1200,769,680100000,20.3377504056162,2.99e+08,19.5159541346994,3.42e+08,19.6503212979509,2e+05,0.439641229230995,23.3187483060697,NA,NA,0.359166666666667
